"","class","pland","pd","ed","shape_mn","pa"
"17984",1,70.65217391,1207.729469,1847.826087,2.418677324,1
"17985",1,70.65217391,1207.729469,1847.826087,2.418677324,1
"17986",1,70.65217391,1207.729469,1847.826087,2.418677324,1
"17987",1,70.65217391,1207.729469,1847.826087,2.418677324,1
"17988",1,73.91304348,1207.729469,1775.362319,2.42535625,1
"17989",1,70.65217391,1207.729469,1847.826087,2.418677324,1
"17990",1,73.91304348,1207.729469,1775.362319,2.42535625,1
"17991",1,73.91304348,1207.729469,1811.594203,2.485990157,1
"17992",1,73.91304348,1207.729469,1775.362319,2.42535625,1
"17993",1,73.91304348,1207.729469,1775.362319,2.364722344,1
"17994",1,73.91304348,1207.729469,1811.594203,2.42535625,1
"17995",1,73.91304348,1207.729469,1811.594203,2.42535625,1
"17996",1,71.42857143,3663.003663,1831.501832,1.422386359,1
"17997",1,73.91304348,1207.729469,1920.289855,2.546624063,1
"17998",1,73.91304348,1207.729469,1920.289855,2.546624063,1
"17999",1,73.91304348,1207.729469,1920.289855,2.546624063,1
"18000",1,72.82608696,1207.729469,1992.753623,2.626643054,1
"18001",1,72.52747253,1221.001221,1978.021978,2.584921311,1
"18002",1,72.82608696,1207.729469,1992.753623,2.626643054,1
"18003",1,72.82608696,1207.729469,1956.521739,2.565558331,1
"18004",1,72.82608696,1207.729469,1992.753623,2.626643054,1
"18005",1,72.82608696,1207.729469,1992.753623,2.626643054,1
"18006",1,72.82608696,1207.729469,1992.753623,2.626643054,1
"18007",1,72.52747253,1221.001221,1978.021978,2.584921311,1
"18008",1,68.47826087,1207.729469,2101.449275,2.645751311,1
"18009",1,72.82608696,1207.729469,1992.753623,2.626643054,1
"18010",1,72.82608696,1207.729469,1956.521739,2.565558331,1
"18011",1,75,1207.729469,1920.289855,2.588295841,1
"18012",1,72.82608696,1207.729469,2028.985507,2.626643054,1
"18013",1,72.52747253,1221.001221,2051.282051,2.646467056,1
"18014",1,71.73913043,1207.729469,1884.057971,2.400284074,1
"18015",1,72.82608696,1207.729469,2028.985507,2.626643054,1
"18016",1,74.72527473,1221.001221,1941.391941,2.607257969,1
"18017",1,75,1207.729469,1920.289855,2.588295841,1
"18018",1,72.82608696,1207.729469,2028.985507,2.626643054,1
"18019",1,73.33333333,2469.135802,2000,1.740347346,1
"18020",1,73.91304348,2415.458937,1956.521739,1.84375,1
"18021",1,72.82608696,2415.458937,1884.057971,1.718571441,1
"18022",1,73.91304348,1207.729469,1884.057971,2.485990157,1
"18023",1,75,1207.729469,1920.289855,2.588295841,1
"18024",1,75,1207.729469,1920.289855,2.588295841,1
"18025",1,73.62637363,1221.001221,1978.021978,2.626643054,1
"18026",1,72.82608696,1207.729469,2028.985507,2.626643054,1
"18027",1,75,1207.729469,1920.289855,2.588295841,1
"18028",1,72.52747253,1221.001221,2051.282051,2.646467056,1
"18029",1,73.91304348,1207.729469,1956.521739,2.607257969,1
"18030",1,75,1207.729469,1920.289855,2.588295841,1
"18031",1,74.72527473,1221.001221,1941.391941,2.607257969,1
"18032",1,67.77777778,1234.567901,2185.185185,2.688774479,1
"18033",1,72.82608696,1207.729469,2028.985507,2.626643054,1
"18034",1,72.82608696,1207.729469,2028.985507,2.626643054,1
"18035",1,68.47826087,1207.729469,2210.144928,2.771739469,1
"18036",1,68.47826087,1207.729469,2210.144928,2.771739469,1
"18037",1,68.47826087,1207.729469,2210.144928,2.771739469,1
"18038",1,68.47826087,1207.729469,2210.144928,2.771739469,1
"18039",1,68.47826087,1207.729469,2210.144928,2.771739469,1
"18040",1,68.47826087,1207.729469,2210.144928,2.771739469,1
"18041",1,68.47826087,1207.729469,2210.144928,2.771739469,1
"18042",1,72.82608696,1207.729469,2028.985507,2.626643054,1
"18043",1,72.82608696,1207.729469,2028.985507,2.626643054,1
"18044",1,72.52747253,1221.001221,2051.282051,2.646467056,1
"18045",1,72.82608696,1207.729469,2028.985507,2.626643054,1
"18046",1,72.82608696,1207.729469,2028.985507,2.626643054,1
"18047",1,72.82608696,1207.729469,2028.985507,2.626643054,1
"18048",1,72.82608696,1207.729469,2028.985507,2.626643054,1
"18049",1,72.82608696,1207.729469,2028.985507,2.626643054,1
"18050",1,72.82608696,1207.729469,2028.985507,2.626643054,1
"18051",1,71.73913043,1207.729469,1956.521739,2.523375565,1
"18052",1,71.73913043,1207.729469,1884.057971,2.400284074,1
"18053",1,71.42857143,1221.001221,1868.131868,2.356659957,1
"18054",1,71.73913043,2415.458937,1847.826087,1.647321295,1
"18055",1,74.72527473,2442.002442,1684.981685,1.538440277,1
"18056",1,71.73913043,2415.458937,1739.130435,1.554295244,1
"18057",1,70.78651685,2496.878901,1760.299625,1.547751048,1
"18058",0,66.30434783,1207.729469,1847.826087,2.368682279,1
"18059",0,67.03296703,1221.001221,1904.761905,2.432700719,1
"18060",1,67.39130435,2415.458937,2028.985507,1.780368799,1
"18061",1,67.39130435,2415.458937,2101.449275,1.99810123,1
"18062",1,67.39130435,2415.458937,2028.985507,1.780368799,1
"18063",1,68.47826087,2415.458937,2137.681159,2.189294714,1
"18064",1,67.39130435,1207.729469,2101.449275,2.794002794,1
"18065",0,66.30434783,1207.729469,2101.449275,2.688774479,1
"18066",0,66.30434783,1207.729469,2137.681159,2.752792919,1
"18067",0,66.30434783,1207.729469,2137.681159,2.752792919,1
"18068",0,65.93406593,1221.001221,2051.282051,2.775638065,1
"18069",0,67.03296703,1221.001221,2051.282051,2.752792919,1
"18070",0,64.13043478,1207.729469,2246.376812,2.929250497,1
"18071",0,65.93406593,1221.001221,2124.542125,2.775638065,1
"18072",0,64.13043478,1207.729469,2173.913043,2.799061586,1
"18073",0,64.13043478,1207.729469,2246.376812,2.929250497,1
"18074",0,63.04347826,1207.729469,2282.608696,2.954394739,1
"18075",0,61.95652174,1207.729469,2318.84058,2.980197803,1
"18076",0,65.2173913,1207.729469,2210.144928,2.90473751,1
"18077",0,61.95652174,1207.729469,2318.84058,2.980197803,1
"18078",0,65.2173913,1207.729469,2210.144928,2.90473751,1
"18079",0,65.2173913,1207.729469,2173.913043,2.840187787,1
"18080",0,65.2173913,1207.729469,2173.913043,2.840187787,1
"18081",0,63.73626374,1221.001221,2271.062271,2.954394739,1
"18082",0,66.30434783,1207.729469,2101.449275,2.752792919,1
"18083",0,65.93406593,1221.001221,2087.912088,2.711088342,1
"18084",0,66.30434783,1207.729469,2101.449275,2.752792919,1
"18085",0,66.29213483,1248.439451,2209.737828,2.929250497,1
"18086",0,66.30434783,1207.729469,2246.376812,2.944848238,1
"18087",1,67.39130435,1207.729469,2173.913043,2.921002921,1
"18088",0,64.13043478,1207.729469,2101.449275,2.799061586,1
"18089",0,63.04347826,2415.458937,2210.144928,1.929785402,1
"18090",0,63.04347826,2415.458937,2210.144928,1.929785402,1
"18091",0,63.04347826,2415.458937,2282.608696,1.929785402,1
"18092",0,63.04347826,2415.458937,2246.376812,1.863942352,1
"18093",1,60,2469.135802,2333.333333,1.933147545,1
"18094",1,60.86956522,2415.458937,2355.072464,1.891157721,1
"18095",1,64.13043478,1207.729469,2463.768116,2.864156042,1
"18096",1,66.30434783,1207.729469,2572.463768,3.008866678,1
"18097",1,67.39130435,1207.729469,2536.231884,2.984502985,1
"18098",1,69.56521739,1207.729469,2500,3,1
"18099",1,68.47826087,1207.729469,2572.463768,3.023715784,1
"18100",1,70.32967033,1221.001221,2490.842491,2.9375,1
"18101",1,70.65217391,1207.729469,2463.768116,2.914816263,1
"18102",1,70.32967033,1221.001221,2344.322344,2.8125,1
"18103",1,70.32967033,1221.001221,2380.952381,2.8125,1
"18104",1,70.65217391,1207.729469,2355.072464,2.790781528,1
"18105",1,70.65217391,1207.729469,2355.072464,2.852798896,1
"18106",1,70.65217391,1207.729469,2355.072464,2.852798896,1
"18107",1,70.65217391,1207.729469,2355.072464,2.852798896,1
"18108",1,68.47826087,1207.729469,2318.84058,2.771739469,1
"18109",1,66.30434783,1207.729469,2355.072464,2.752792919,1
"18110",1,68.47826087,1207.729469,2391.304348,2.960721705,1
"18111",1,68.47826087,1207.729469,2391.304348,2.960721705,1
"18112",1,68.13186813,1221.001221,2417.582418,2.984502985,1
"18113",1,64.13043478,1207.729469,2355.072464,2.929250497,1
"18114",1,64.13043478,1207.729469,2391.304348,2.929250497,1
"18115",1,64.13043478,1207.729469,2463.768116,2.994344953,1
"18116",1,64.04494382,1248.439451,2509.363296,3.046424421,1
"18117",1,63.33333333,1234.567901,2407.407407,2.913971186,1
"18118",1,64.13043478,1207.729469,2500,3.059439408,1
"18119",1,64.13043478,1207.729469,2463.768116,2.994344953,1
"18120",1,64.13043478,1207.729469,2463.768116,2.994344953,1
"18121",1,63.04347826,1207.729469,2463.768116,3.020047956,1
"18122",1,63.73626374,1221.001221,2454.212454,2.954394739,1
"18123",1,65.2173913,1207.729469,2355.072464,2.969287232,1
"18124",1,63.04347826,1207.729469,2355.072464,2.823088306,1
"18125",1,67.39130435,1207.729469,2572.463768,3.238503239,1
"18126",0,67.39130435,1207.729469,2536.231884,2.921002921,1
"18127",1,67.39130435,1207.729469,2427.536232,2.984502985,1
"18128",0,65.2173913,2415.458937,2463.768116,1.899530793,1
"18129",0,65.2173913,2415.458937,2644.927536,2.062266932,1
"18130",1,67.39130435,1207.729469,2318.84058,2.794002794,1
"18131",0,67.39130435,2415.458937,2101.449275,1.748359579,1
"18132",1,63.04347826,2415.458937,2246.376812,1.758305739,1
"18133",1,64.44444444,2469.135802,2222.222222,2.010005336,1
"18134",1,65.2173913,2415.458937,2246.376812,2.046220194,1
"18135",1,65.2173913,2415.458937,2246.376812,2.046220194,1
"18136",1,65.2173913,2415.458937,2246.376812,2.046220194,1
"18137",1,65.2173913,2415.458937,2246.376812,2.046220194,1
"18138",1,62.63736264,1221.001221,2380.952381,2.913971186,1
"18139",1,63.04347826,1207.729469,2355.072464,2.888741523,1
"18140",1,63.04347826,1207.729469,2355.072464,2.888741523,1
"18141",1,63.73626374,1221.001221,2380.952381,2.954394739,1
"18142",1,63.04347826,1207.729469,2355.072464,2.888741523,1
"18143",1,63.04347826,1207.729469,2355.072464,2.888741523,1
"18144",1,62.22222222,1234.567901,2407.407407,2.939873661,1
"18145",1,63.04347826,1207.729469,2355.072464,2.888741523,1
"18146",1,63.04347826,1207.729469,2355.072464,2.888741523,1
"18147",1,65.93406593,2442.002442,2234.432234,2.046220194,1
"18148",1,65.2173913,2415.458937,2246.376812,2.046220194,1
"18149",1,67.39130435,2415.458937,2137.681159,1.99810123,1
"18150",0,67.39130435,2415.458937,2137.681159,1.99810123,1
"18151",1,66.30434783,2415.458937,2210.144928,2.034752165,1
"18152",1,65.93406593,2442.002442,2234.432234,2.046220194,1
"18153",1,65.2173913,2415.458937,2246.376812,2.046220194,1
"18154",1,65.2173913,2415.458937,2246.376812,2.046220194,1
"18155",1,62.63736264,3663.003663,2271.062271,1.661515369,1
"18156",1,62.63736264,1221.001221,2380.952381,2.913971186,1
"18157",1,64.13043478,1207.729469,2427.536232,3.059439408,1
"18158",1,65.2173913,2415.458937,2391.304348,2.085824326,1
"18159",0,67.39130435,2415.458937,2137.681159,1.812378019,1
"18160",0,69.23076923,2442.002442,2124.542125,1.801751302,1
"18161",0,66.30434783,2415.458937,2173.913043,1.758719588,1
"18162",0,69.56521739,2415.458937,2137.681159,2.008858083,1
"18163",0,70.32967033,2442.002442,2087.912088,1.791378616,1
"18164",0,67.39130435,2415.458937,2137.681159,1.99810123,1
"18165",1,67.39130435,2415.458937,2137.681159,1.99810123,1
"18166",0,67.39130435,2415.458937,2137.681159,1.99810123,1
"18167",0,66.30434783,2415.458937,2173.913043,2.008995891,1
"18168",0,66.30434783,2415.458937,2173.913043,2.008995891,1
"18169",0,65.2173913,2415.458937,2137.681159,1.736794654,1
"18170",0,64.13043478,3623.188406,2282.608696,1.48346162,1
"18171",0,64.13043478,3623.188406,2282.608696,1.48346162,1
"18172",1,64.13043478,2415.458937,2282.608696,1.96541252,1
"18173",1,65.2173913,2415.458937,2210.144928,1.954517893,1
"18174",1,64.13043478,2415.458937,2282.608696,1.96541252,1
"18175",1,63.04347826,2415.458937,2246.376812,1.758305739,1
"18176",1,62.63736264,3663.003663,2234.432234,1.475706502,1
"18177",1,63.04347826,3623.188406,2210.144928,1.468450392,1
"18178",1,63.04347826,3623.188406,2210.144928,1.468450392,1
"18179",0,64.13043478,2415.458937,2210.144928,1.747411112,1
"18180",1,64.13043478,3623.188406,2282.608696,1.48346162,1
"18181",0,64.13043478,3623.188406,2282.608696,1.48346162,1
"18182",0,64.13043478,3623.188406,2282.608696,1.48346162,1
"18183",0,64.13043478,3623.188406,2282.608696,1.48346162,1
"18184",0,64.13043478,3623.188406,2282.608696,1.48346162,1
"18185",0,64.13043478,3623.188406,2282.608696,1.48346162,1
"18186",1,64.13043478,3623.188406,2282.608696,1.48346162,1
"18187",1,63.04347826,3623.188406,2210.144928,1.468450392,1
"18188",1,65.2173913,2415.458937,2173.913043,1.769341882,1
"18189",1,62.63736264,3663.003663,2197.802198,1.453233173,1
"18190",1,63.33333333,3703.703704,2222.222222,1.475706502,1
"18191",1,61.11111111,2469.135802,2222.222222,1.758765562,1
"18192",1,63.73626374,2442.002442,2161.172161,1.758305739,1
"18193",1,64.13043478,2415.458937,2173.913043,1.788635825,1
"18194",1,64.13043478,2415.458937,2173.913043,1.788635825,1
"18195",0,64.13043478,2415.458937,2173.913043,1.788635825,1
"18196",0,65.2173913,2415.458937,2173.913043,1.769341882,1
"18197",1,68.47826087,2415.458937,2137.681159,1.801751302,1
"18198",1,68.47826087,1207.729469,2137.681159,2.582757232,1
"18199",1,66.30434783,3623.188406,2246.376812,1.491196436,1
"18200",0,65.2173913,2415.458937,2137.681159,1.736794654,1
"18201",1,65.2173913,2415.458937,2210.144928,1.954517893,1
"18202",1,65.2173913,2415.458937,2246.376812,2.046220194,1
"18203",1,63.04347826,3623.188406,2282.608696,1.67631606,1
"18204",1,61.95652174,1207.729469,2355.072464,2.980197803,1
"18205",1,61.53846154,1221.001221,2380.952381,2.939873661,1
"18206",1,61.95652174,1207.729469,2391.304348,2.980197803,1
"18207",1,61.53846154,1221.001221,2417.582418,3.006688972,1
"18208",1,61.95652174,1207.729469,2391.304348,2.980197803,1
"18209",1,63.04347826,1207.729469,2355.072464,2.888741523,1
"18210",1,63.04347826,1207.729469,2355.072464,2.888741523,1
"18211",1,63.04347826,1207.729469,2355.072464,2.888741523,1
"18212",1,61.95652174,1207.729469,2391.304348,2.913971186,1
"18213",1,61.95652174,1207.729469,2391.304348,2.913971186,1
"18214",1,63.73626374,1221.001221,2380.952381,2.954394739,1
"18215",1,61.95652174,1207.729469,2391.304348,2.980197803,1
"18216",1,63.04347826,1207.729469,2391.304348,2.954394739,1
"18217",1,64.13043478,1207.729469,2427.536232,3.059439408,1
"18218",1,64.13043478,1207.729469,2427.536232,3.059439408,1
"18219",1,67.39130435,2415.458937,2137.681159,1.99810123,1
"18220",0,68.53932584,2496.878901,2097.378277,1.758719588,1
"18221",0,67.39130435,2415.458937,2101.449275,1.748359579,1
"18222",1,69.56521739,2415.458937,2101.449275,1.791378616,1
"18223",1,68.47826087,3623.188406,2210.144928,1.520245866,1
"18224",1,70,2469.135802,2148.148148,1.801751302,1
"18225",1,67.39130435,2415.458937,2318.84058,1.876396459,1
"18226",1,66.30434783,2415.458937,2427.536232,1.920093894,1
"18227",1,66.30434783,2415.458937,2427.536232,1.920093894,1
"18228",1,69.56521739,2415.458937,2318.84058,1.885869734,1
"18229",1,70.32967033,2442.002442,2271.062271,1.885869734,1
"18230",1,70.65217391,1207.729469,2246.376812,2.852798896,1
"18231",1,71.73913043,1207.729469,2065.217391,2.708012802,1
"18232",1,68.47826087,1207.729469,2210.144928,2.771739469,1
"18233",1,68.47826087,1207.729469,2210.144928,2.771739469,1
"18234",1,68.47826087,1207.729469,2246.376812,2.771739469,1
"18235",0,69.56521739,2415.458937,2318.84058,1.885869734,1
"18236",0,68.13186813,2442.002442,2344.322344,1.876396459,1
"18237",0,68.47826087,1207.729469,2173.913043,2.645751311,1
"18238",1,65.2173913,2415.458937,2173.913043,1.769341882,1
"18239",1,64.13043478,2415.458937,2173.913043,1.788635825,1
"18240",1,64.13043478,2415.458937,2173.913043,1.788635825,1
"18241",1,61.95652174,2415.458937,2246.376812,1.811309825,1
"18242",1,61.95652174,2415.458937,2246.376812,1.811309825,1
"18243",1,61.11111111,2469.135802,2222.222222,1.766575161,1
"18244",1,62.63736264,2442.002442,2271.062271,1.845019818,1
"18245",1,61.53846154,2442.002442,2197.802198,1.755074957,1
"18246",1,63.33333333,2469.135802,2185.185185,1.769490899,1
"18247",1,63.04347826,3623.188406,2210.144928,1.468450392,1
"18248",1,63.04347826,3623.188406,2210.144928,1.468450392,1
"18249",1,65.93406593,2442.002442,2197.802198,1.736794654,1
"18250",1,66.30434783,3623.188406,2246.376812,1.491196436,1
"18251",0,66.30434783,3623.188406,2246.376812,1.491196436,1
"18252",0,66.30434783,3623.188406,2246.376812,1.491196436,1
"18253",0,66.30434783,3623.188406,2246.376812,1.491196436,1
"18254",1,66.30434783,3623.188406,2246.376812,1.491196436,1
"18255",0,66.30434783,3623.188406,2246.376812,1.491196436,1
"18256",1,66.30434783,3623.188406,2246.376812,1.491196436,1
"18257",1,66.30434783,2415.458937,2173.913043,1.726444726,1
"18258",1,66.30434783,3623.188406,2246.376812,1.491196436,1
"18259",1,65.2173913,2415.458937,2210.144928,1.736794654,1
"18260",0,66.30434783,2415.458937,2173.913043,1.726444726,1
"18261",0,66.30434783,2415.458937,2173.913043,1.726444726,1
"18262",1,66.30434783,2415.458937,2173.913043,1.726444726,1
"18263",1,65.2173913,2415.458937,2210.144928,1.736794654,1
"18264",1,66.30434783,3623.188406,2246.376812,1.491196436,1
"18265",1,66.30434783,3623.188406,2246.376812,1.491196436,1
"18266",0,67.03296703,2442.002442,2124.542125,1.726444726,1
"18267",0,66.30434783,2415.458937,2173.913043,1.726444726,1
"18268",0,68.53932584,2496.878901,2322.097378,1.855544171,1
"18269",1,70.65217391,1207.729469,2246.376812,2.852798896,1
"18270",1,67.39130435,1207.729469,2355.072464,2.921002921,1
"18271",0,67.03296703,1221.001221,2344.322344,2.944848238,1
"18272",0,64.13043478,2415.458937,2644.927536,2.075677194,1
"18273",0,66.30434783,2415.458937,2391.304348,1.920093894,1
"18274",0,64.83516484,2442.002442,2673.992674,2.075677194,1
"18275",0,64.83516484,2442.002442,2673.992674,2.075677194,1
"18276",0,67.03296703,1221.001221,2454.212454,2.880829798,1
"18277",1,67.39130435,1207.729469,2427.536232,2.857502858,1
"18278",0,65.2173913,2415.458937,2463.768116,1.932078021,1
"18279",0,65.2173913,2415.458937,2463.768116,1.932078021,1
"18280",1,65.2173913,2415.458937,2463.768116,1.932078021,1
"18281",0,65.2173913,2415.458937,2463.768116,1.932078021,1
"18282",0,66.30434783,2415.458937,2391.304348,1.920093894,1
"18283",0,66.30434783,2415.458937,2391.304348,1.920093894,1
"18284",0,66.30434783,2415.458937,2391.304348,1.920093894,1
"18285",0,66.30434783,2415.458937,2391.304348,1.920093894,1
"18286",0,66.30434783,2415.458937,2391.304348,1.920093894,1
"18287",1,65.2173913,2415.458937,2427.536232,1.899530793,1
"18288",1,66.30434783,2415.458937,2427.536232,1.920093894,1
"18289",1,65.2173913,2415.458937,2463.768116,1.932078021,1
"18290",1,65.2173913,2415.458937,2463.768116,1.932078021,1
"18291",0,65.2173913,2415.458937,2463.768116,1.932078021,1
"18292",0,65.2173913,2415.458937,2644.927536,2.062266932,1
"18293",0,65.55555556,2469.135802,2666.666667,2.075677194,1
"18294",0,68.47826087,1207.729469,2572.463768,3.212698021,1
"18295",0,66.30434783,1207.729469,2681.15942,3.264940438,1
"18296",1,67.03296703,2442.002442,2600.732601,2.016918477,1
"18297",1,72.82608696,1207.729469,2355.072464,2.932066665,1
"18298",0,72.82608696,1207.729469,2391.304348,2.932066665,1
"18299",0,71.91011236,1248.439451,2471.910112,3,1
"18300",0,71.42857143,1221.001221,2417.582418,2.914816263,1
"18301",0,70.78651685,1248.439451,2471.910112,2.960721705,1
"18302",0,72.82608696,1207.729469,2391.304348,2.932066665,1
"18303",0,71.73913043,1207.729469,2355.072464,2.831104293,1
"18304",0,70.65217391,1207.729469,2391.304348,2.914816263,1
"18305",1,70.65217391,1207.729469,2391.304348,2.914816263,1
"18306",0,70.65217391,1207.729469,2391.304348,2.914816263,1
"18307",0,70.32967033,1221.001221,2417.582418,2.9375,1
"18308",0,70.65217391,1207.729469,2391.304348,2.914816263,1
"18309",0,72.22222222,1234.567901,2444.444444,2.97683363,1
"18310",0,72.52747253,1221.001221,2417.582418,2.954195784,1
"18311",0,71.91011236,1248.439451,2471.910112,3,1
"18312",0,70.65217391,1207.729469,2427.536232,2.914816263,1
"18313",0,71.73913043,1207.729469,2355.072464,2.831104293,1
"18314",0,70.65217391,1207.729469,2391.304348,2.852798896,1
"18315",0,70.65217391,1207.729469,2391.304348,2.852798896,1
"18316",0,69.56521739,1207.729469,2355.072464,2.875,1
"18317",0,70.65217391,1207.729469,2391.304348,2.852798896,1
"18318",0,69.56521739,1207.729469,2427.536232,2.875,1
"18319",0,69.56521739,1207.729469,2463.768116,2.9375,1
"18320",0,69.56521739,1207.729469,2463.768116,2.9375,1
"18321",0,70.65217391,1207.729469,2500,2.97683363,1
"18322",1,70.65217391,1207.729469,2500,2.97683363,1
"18323",1,68.47826087,1207.729469,2572.463768,3.023715784,1
"18324",1,68.47826087,1207.729469,2572.463768,3.023715784,1
"18325",1,68.47826087,1207.729469,2500,2.897727626,1
"18326",1,68.13186813,1221.001221,2307.692308,2.794002794,1
"18327",0,66.29213483,1248.439451,2509.363296,3.059439408,1
"18328",0,59.7826087,2415.458937,2644.927536,1.996910398,1
"18329",1,59.34065934,2442.002442,2564.102564,1.942285921,1
"18330",0,59.7826087,2415.458937,2427.536232,1.96410076,1
"18331",0,60.6741573,1248.439451,2509.363296,3.265986324,1
"18332",0,58.69565217,1207.729469,2644.927536,3.334027705,1
"18333",0,57.60869565,1207.729469,2681.15942,3.365333817,1
"18334",1,63.04347826,2415.458937,2536.231884,2.227386361,1
"18335",1,70,2469.135802,2222.222222,2.01671133,1
"18336",1,69.56521739,2415.458937,2137.681159,1.857719069,1
"18337",1,69.56521739,2415.458937,2101.449275,1.728384537,1
"18338",1,72.82608696,1207.729469,1884.057971,2.382304165,1
"18339",1,78.65168539,1248.439451,1760.299625,2.330695788,1
"18340",1,79.34782609,1207.729469,1775.362319,2.340822944,1
"18341",1,79.34782609,1207.729469,1775.362319,2.340822944,1
"18342",1,80.21978022,1221.001221,1721.611722,2.340822944,1
"18343",1,80.43478261,1207.729469,1811.594203,2.499324233,1
"18344",1,80.43478261,1207.729469,1920.289855,2.615571872,1
"18345",1,79.34782609,1207.729469,1992.753623,2.633425812,1
"18346",1,79.34782609,1207.729469,1992.753623,2.633425812,1
"18347",0,79.34782609,1207.729469,1992.753623,2.633425812,1
"18348",0,79.34782609,1207.729469,1992.753623,2.633425812,1
"18349",1,79.34782609,1207.729469,1920.289855,2.516384665,1
"18350",1,77.17391304,1207.729469,1992.753623,2.492241482,1
"18351",1,78.26086957,1207.729469,1920.289855,2.474873734,1
"18352",1,78.26086957,1207.729469,1884.057971,2.474873734,1
"18353",1,77.77777778,1234.567901,1925.925926,2.50998008,1
"18354",1,79.34782609,1207.729469,1956.521739,2.516384665,1
"18355",1,81.52173913,1207.729469,1811.594203,2.482606158,1
"18356",1,83.33333333,1234.567901,1777.777778,2.424871131,1
"18357",0,83.69565217,1207.729469,1775.362319,2.450152394,1
"18358",0,83.69565217,1207.729469,1775.362319,2.450152394,1
"18359",0,85.86956522,1207.729469,1594.202899,2.306430197,1
"18360",1,84.7826087,1207.729469,1630.434783,2.264554068,1
"18361",1,84.61538462,1221.001221,1575.091575,2.165250953,1
"18362",1,88.04347826,1207.729469,1376.811594,2.166666667,1
"18363",1,87.91208791,1221.001221,1391.941392,2.180166278,1
"18364",1,85.86956522,1207.729469,1521.73913,2.193921407,1
"18365",1,85.86956522,1207.729469,1521.73913,2.193921407,1
"18366",1,85.71428571,1221.001221,1501.831502,2.151326365,1
"18367",1,84.7826087,1207.729469,1557.971014,2.151326365,1
"18368",1,81.52173913,1207.729469,1630.434783,2.136195996,1
"18369",1,82.22222222,1234.567901,1592.592593,2.092457497,1
"18370",1,84.7826087,1207.729469,1557.971014,2.151326365,1
"18371",1,84.61538462,1221.001221,1575.091575,2.165250953,1
"18372",1,84.7826087,1207.729469,1557.971014,2.151326365,1
"18373",1,84.7826087,1207.729469,1557.971014,2.151326365,1
"18374",1,84.7826087,1207.729469,1557.971014,2.151326365,1
"18375",1,84.7826087,1207.729469,1557.971014,2.151326365,1
"18376",1,84.61538462,1221.001221,1575.091575,2.165250953,1
"18377",1,84.7826087,1207.729469,1557.971014,2.151326365,1
"18378",1,84.7826087,1207.729469,1557.971014,2.151326365,1
"18379",1,84.7826087,1207.729469,1557.971014,2.151326365,1
"18380",1,84.7826087,1207.729469,1557.971014,2.151326365,1
"18381",1,81.52173913,1207.729469,1630.434783,2.136195996,1
"18382",1,82.60869565,1207.729469,1485.507246,2.007387671,1
"18383",1,82.60869565,1207.729469,1449.275362,1.950033738,1
"18384",1,79.34782609,1207.729469,1630.434783,2.048220076,1
"18385",1,77.17391304,1207.729469,1594.202899,2.017528819,1
"18386",1,77.17391304,1207.729469,1557.971014,1.958189736,1
"18387",1,77.77777778,1234.567901,1518.518519,1.972127205,1
"18388",1,77.52808989,2496.878901,1573.033708,1.530776406,1
"18389",1,76.92307692,1221.001221,1611.721612,2.031888636,1
"18390",1,76.92307692,1221.001221,1575.091575,1.972127205,1
"18391",1,76.92307692,1221.001221,1575.091575,1.972127205,1
"18392",1,77.17391304,1207.729469,1702.898551,2.195546068,1
"18393",1,77.17391304,1207.729469,1666.666667,2.136206985,1
"18394",1,77.17391304,1207.729469,1666.666667,2.136206985,1
"18395",1,77.17391304,1207.729469,1666.666667,2.136206985,1
"18396",1,81.31868132,1221.001221,1611.721612,2.150581317,1
"18397",1,81.52173913,1207.729469,1594.202899,2.136195996,1
"18398",1,81.52173913,1207.729469,1594.202899,2.136195996,1
"18399",1,77.17391304,1207.729469,1666.666667,2.136206985,1
"18400",1,77.17391304,1207.729469,1666.666667,2.136206985,1
"18401",1,77.52808989,1248.439451,1685.393258,2.106752429,1
"18402",1,76.92307692,1221.001221,1684.981685,2.151411497,1
"18403",1,79.34782609,1207.729469,1630.434783,2.048220076,1
"18404",1,79.34782609,1207.729469,1630.434783,2.048220076,1
"18405",1,79.12087912,1221.001221,1611.721612,2.003469213,1
"18406",1,79.7752809,1248.439451,1573.033708,2.017528819,1
"18407",1,78.26086957,1207.729469,1630.434783,2.062394778,1
"18408",1,77.17391304,1207.729469,1594.202899,2.017528819,1
"18409",1,77.52808989,1248.439451,1685.393258,2.106752429,1
"18410",1,81.31868132,1221.001221,1575.091575,2.092457497,1
"18411",1,81.52173913,1207.729469,1594.202899,2.136195996,1
"18412",1,81.52173913,1207.729469,1594.202899,2.136195996,1
"18413",1,81.52173913,1207.729469,1594.202899,2.136195996,1
"18414",1,81.52173913,1207.729469,1594.202899,2.136195996,1
"18415",1,81.52173913,1207.729469,1594.202899,2.136195996,1
"18416",1,81.52173913,1207.729469,1594.202899,2.136195996,1
"18417",1,77.17391304,1207.729469,1666.666667,2.136206985,1
"18418",1,77.17391304,1207.729469,1666.666667,2.136206985,1
"18419",1,77.17391304,1207.729469,1666.666667,2.136206985,1
"18420",1,77.17391304,1207.729469,1666.666667,2.136206985,1
"18421",1,77.17391304,1207.729469,1666.666667,2.136206985,1
"18422",1,77.17391304,1207.729469,1666.666667,2.136206985,1
