ID,track,tag,ts,x,y,step,angle,angle_deg,state
10483_81,81,10483,2023-02-22T05:07:23Z,508569.1256304696,2771181.899899842,0.8565168812545477,-0.47186243506522774,-27.03572604000341,2
10483_81,81,10483,2023-02-22T05:08:03Z,508569.97234064457,2771182.0291401125,1.3551687472445852,-1.2507973441943365,-71.66540884850764,2
10483_81,81,10483,2023-02-22T05:08:43Z,508570.58785102057,2771180.821816912,0.08593802431957194,-2.8058726088150943,-160.76465833646674,2
10483_81,81,10483,2023-02-22T05:09:23Z,508570.52577407646,2771180.881245836,0.5600259321812878,1.2579606151343485,72.07583404087904,2
10483_81,81,10483,2023-02-22T05:10:03Z,508570.032796589,2771180.615535013,1.1109166070638832,-2.158737186482913,-123.68652986341665,2
10483_81,81,10483,2023-02-22T05:10:43Z,508570.13661390863,2771181.721590017,0.6748734402895866,-2.7367267977139482,-156.80289518936223,2
10483_81,81,10483,2023-02-22T05:11:23Z,508570.3433106696,2771181.079148884,0.7743163721492546,0.4133810459455415,23.6849892633831,2
10483_81,81,10483,2023-02-22T05:12:03Z,508570.85658928356,2771180.499398154,0.814469486406513,1.4442317077584295,82.74838149352931,2
10483_81,81,10483,2023-02-22T05:12:43Z,508571.5296753785,2771180.958,0.6157817858564933,2.221747164448901,127.29673566808007,2
10483_81,81,10483,2023-02-22T05:13:23Z,508570.94549370883,2771181.152727976,1.1034248420642203,-0.4346125424998939,-24.90146440869404,2
10483_81,81,10483,2023-02-22T05:14:03Z,508570.14293314615,2771181.9099881197,0.760975400026798,-1.6511025127097287,-94.60120552171283,2
10483_81,81,10483,2023-02-22T05:14:43Z,508570.7078939462,2771182.4197948026,0.4435443996128764,2.73159455077318,156.50883910023728,2
10483_81,81,10483,2023-02-22T05:15:23Z,508570.2874454034,2771182.278533848,1.5581442582294434,0.831151697768127,47.62148441724664,2
10483_81,81,10483,2023-02-22T05:16:03Z,508569.6584804483,2771180.852975496,0.908801593382648,0.9652230137580573,55.30320497723447,2
10483_81,81,10483,2023-02-22T05:16:43Z,508570.13327175914,2771180.078060309,1.5406520549218863,1.2875261606312765,73.76981501685503,2
10483_81,81,10483,2023-02-22T05:17:23Z,508571.619562529,2771180.4837060925,3.3918794250404574,-0.5548475601381487,-31.790423469047052,1
10483_81,81,10483,2023-02-22T05:18:03Z,508574.87134676607,2771179.5189546687,7.260489335192553,0.2840744500142398,16.276267053316012,1
10483_81,81,10483,2023-02-22T05:18:43Z,508582.1317678146,2771179.487465227,8.819275915643443,0.2516967004034622,14.42115865048711,1
10483_81,81,10483,2023-02-22T05:19:23Z,508590.68260517815,2771181.6468188474,3.6353762675824854,0.5078257831845271,29.09627410439901,1
10483_81,81,10483,2023-02-22T05:20:03Z,508593.329684399,2771184.1385917515,1.232583056545477,1.659514117513487,95.08315497590014,2
10483_81,81,10483,2023-02-22T05:20:43Z,508592.4086457593,2771184.957706405,2.352758829041519,0.6901444255831639,39.54236284039581,2
10483_81,81,10483,2023-02-22T05:21:23Z,508590.05747541616,2771185.0441478607,0.9348651816907676,1.0639230701959388,60.95830164882812,2
10483_81,81,10483,2023-02-22T05:22:03Z,508589.57392647164,2771184.2440520376,0.4199108681319567,-0.08186304672226186,-4.6904070752678715,2
10483_81,81,10483,2023-02-22T05:22:43Z,508589.3280726249,2771183.903639019,1.0432949765149961,-0.48268285487989004,-27.65569042794329,2
